,chr9:72005566,chrX:135290920,chr10:115242087,chr11:72286713,chr11:72284423,chr22:36290864,chr16:14582114,chr21:28339062,chr17:40588365,chr5:169290519,chrX:135291290,chr11:72284673,chr18:10452969,chr18:10453069,chr16:14582404,chr5:169289769,chr9:72005256,chr14:75749053,target
TCGA-A2-A04Y_tumor,0.106441433187915,0.204899758886737,0.306019120415256,0.122407648166102,0.260781511310392,0.0,0.0,0.268764618799486,0.106441433187915,0.252798403821299,0.353917765349818,0.106441433187915,0.0,0.0,0.1250686839958,0.279408762118277,0.21288286637583,0.377867087817099,1
TCGA-A2-A0CM_tumor,0.0,0.181379721076079,0.362759442152157,0.0,0.0,0.0,0.0,0.417173358474981,0.0,0.0,0.0,0.362759442152157,0.0,0.0,0.0,0.0,0.0,0.0,1
TCGA-A2-A0CO_tumor,0.162102752817601,1.63318523463733,0.243154129226402,1.00098449864869,0.303942661533002,0.0,0.405256882044003,0.51014708928216,0.0,0.283679817430802,0.697041837115685,1.21171807731157,0.469538728673823,0.324205505635202,0.368783762660043,0.162102752817601,0.162102752817601,0.466045414350603,1
TCGA-A2-A0CP_tumor,1.25857089979775,0.335820697538544,0.386193802169326,0.447760930051392,0.223880465025696,0.223880465025696,0.0,0.223880465025696,0.447760930051392,0.870646501633779,0.223880465025696,0.223880465025696,0.621268290446306,0.0,0.0,0.645810067022423,1.90298395271842,0.447760930051392,1
TCGA-A2-A0CQ_tumor,0.122563479394806,0.122563479394806,0.168524784167858,0.122563479394806,0.122563479394806,0.230985584537038,0.0,0.0,0.0,0.913097921491302,0.0,0.242062871804741,0.0,0.0,0.131755740349416,2.53706402347248,0.0,0.695547745565522,1
TCGA-A2-A0CR_tumor,1.55343221120621,0.0,1.13008694644055,0.0,0.139948847856415,0.279897695712831,0.0,0.219919817987007,0.0,0.146613211991338,0.139948847856415,0.139948847856415,0.0,0.271415396044253,0.0,0.237913041355906,1.87181584007956,0.314884907676935,1
TCGA-A2-A0CT_tumor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.174235940553485,0.174235940553485,0.0,0.0,0.34847188110697,0.0,0.174235940553485,0.34847188110697,0.174235940553485,0.0,0.0,1
TCGA-A2-A0CU_tumor,0.0,0.661832606776375,0.363288550458771,0.143876653647038,0.143876653647038,0.0,0.0,0.143876653647038,0.0,0.0,0.431629960941114,0.238531665314888,0.0,0.0,0.161861235352918,0.143876653647038,0.143876653647038,0.215814980470557,1
TCGA-A2-A0CV_tumor,0.366138978680318,0.109251190917188,0.983260718254693,0.109251190917188,0.109251190917188,0.109251190917188,0.0,0.142026548192345,0.0,0.723789139826371,0.0,0.0,0.109251190917188,0.218502381834376,0.109251190917188,0.584493871406956,0.338678691843283,0.210308542515587,1
TCGA-A2-A0CW_tumor,0.0,0.118904582496998,0.219973477619447,0.118904582496998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.118904582496998,0.0,0.0,0.0,0.0,0.266346264793276,0.118904582496998,1
TCGA-A2-A0CX_tumor,0.0,0.148995830679469,0.245843120621124,0.0,0.0,0.0,0.148995830679469,0.148995830679469,0.148995830679469,0.0,0.0,0.0,0.148995830679469,0.0,0.0,0.0,0.0,0.148995830679469,1
TCGA-A2-A0CY_tumor,0.367403883665422,0.0,0.243199483095568,0.0,0.0,0.0,0.0,0.0,0.312684156310997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.441666370789284,0.0,1
TCGA-A2-A0CZ_tumor,0.214525176102375,0.170846344148383,0.429526883917474,0.340379794802527,0.27959768858779,0.270143234573108,0.0,1.23590282636632,0.162085616572632,1.15891215849432,0.316066952316632,0.923888014464002,0.162085616572632,0.162085616572632,0.162085616572632,2.232729368288,0.542986815518317,0.340379794802527,1
TCGA-A2-A0D0_tumor,0.182503953364137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.292006325382619,0.0,0.0,0.0,0.0,0.0,0.0,0.14600316269131,0.14600316269131,0.14600316269131,1
TCGA-A2-A0D1_tumor,0.0,0.0,0.0,0.0,0.0,0.0,0.382074254061708,0.409365499634124,0.0,0.680569765047418,0.31839521171809,0.159197605859045,0.242986489774778,0.218896708056187,0.283570735436424,0.545251800067229,0.0,0.0,1
TCGA-A2-A0D2_tumor,0.143817049755738,0.0,0.0,0.0,0.0,0.184907019041449,0.0,0.291229525755368,0.2193210008775,0.163252485859728,0.0,0.219720812275821,0.143817049755738,0.0,0.0,0.366733476877131,0.0,0.0,1
TCGA-A2-A0D3_tumor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12616230492879,0.0,0.0,0.0,0.0,0.12616230492879,0.0,0.0,0.378486914786371,0.0,0.0,1
TCGA-A2-A0D4_tumor,0.0,0.217685831199844,0.0,0.253218530144279,0.0,0.0,0.610582209462977,0.0,0.0,0.0,0.193793483873032,0.520322230672798,0.0,0.0,0.671640430409275,0.0,0.0,0.106188210341387,1
TCGA-A2-A0EM_tumor,0.0,0.0,0.0,0.0,0.141412239862321,0.0,0.141412239862321,0.282824479724643,0.141412239862321,0.0,0.0,0.0,0.226259583779714,0.0,0.141412239862321,0.0,0.141412239862321,0.141412239862321,1
TCGA-A2-A0EN_tumor,0.0,0.424059101151782,0.116180575658022,0.116180575658022,0.116180575658022,0.381072288158313,0.287546924753605,0.511194532895299,0.116180575658022,0.182984406661385,0.636088651727673,0.159748291529781,0.116180575658022,0.0,0.142321205181077,0.116180575658022,0.0,0.5170035616782,1
TCGA-A2-A0EO_tumor,0.490583857716238,0.0,0.281268078423977,0.0,0.0,0.130822362057664,0.194556400404916,0.487313298664797,0.130822362057664,0.307432550835509,0.0,0.219127456446587,0.261644724115327,0.130822362057664,0.130822362057664,0.752228581831566,0.14390459826343,0.0,1
TCGA-A2-A0EP_tumor,0.0,3.70891178803064,0.189568519249622,0.462073727744681,0.591454371513192,0.0,0.369658982195745,0.640742235805958,0.320371117902979,0.33269308397617,4.81172775158128,0.34809554156766,0.24643932146383,0.0,0.576051913921702,0.143756681586103,0.123219660731915,4.7809228363983,1
TCGA-A2-A0EQ_tumor,0.0,0.132686106428508,0.0,0.132686106428508,0.132686106428508,0.0,0.0,0.0,0.0,0.0,0.248786449553452,0.234152498875452,0.132686106428508,0.0,0.132686106428508,0.132686106428508,0.0,0.0,1
TCGA-A2-A0ER_tumor,0.0,0.111206126861525,0.0,0.0,0.0,0.0,0.0,0.263382814981374,0.0,0.111206126861525,0.111206126861525,0.127887045890754,0.111206126861525,0.0,0.0,0.316242423262462,0.0,0.111206126861525,1
TCGA-A2-A0ES_tumor,1.25159853160309,1.55284287731844,1.34125458687551,0.416004096464063,0.760283348710184,1.11316958226246,0.143449688435884,2.07284799789852,0.143449688435884,2.90126994861575,0.570212511532638,0.466211487416622,0.444694034151239,0.286899376871767,0.0,4.78046086712582,1.13325253864348,0.753110864288389,1
TCGA-A2-A0EU_tumor,0.0,0.0,0.0,0.0,0.0,0.154245861826464,0.154245861826464,0.0,0.308491723652929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.840639946954231,1
TCGA-A2-A0EV_tumor,0.0,0.290613484525156,0.0,0.190081494238838,0.0,0.0,0.13516906256984,0.27033812513968,0.0,0.273717351703926,0.257666025523758,0.165582101648054,0.0,0.13516906256984,0.13516906256984,0.13516906256984,0.0,0.13516906256984,1
TCGA-A2-A0EX_tumor,0.15065746087309,0.0,0.15065746087309,0.195854699135017,0.0,0.542366859143123,0.15065746087309,0.399242271313688,0.0,0.0,0.0,0.202198884812383,0.15065746087309,0.15065746087309,0.0,0.0,0.15065746087309,0.237285500875116,1
TCGA-A2-A0EY_tumor,0.0,0.1648950724769,0.0,0.279127495606634,0.134519274991149,0.0,0.134519274991149,0.390105897474332,0.0,0.0,0.252223640608404,0.0,0.0,0.134519274991149,0.269038549982298,0.0,0.0,0.295942404980528,1
TCGA-A2-A0ST_tumor,0.197055121004442,0.193536279557934,0.760069752445704,0.281507315720631,0.415223290687931,0.0,0.0,0.601721887352849,0.260394267041584,0.443374022259994,0.457449388046026,0.647466826157451,0.140753657860316,0.140753657860316,0.0,0.798777008357291,0.140753657860316,1.81220334495156,1
TCGA-A2-A0SU_tumor,0.487763303166907,0.0,0.0,0.162587767722302,0.37937091605948,0.0,0.162587767722302,0.268269816741799,0.162587767722302,0.29356196988868,0.0,0.0,0.0,0.0,0.162587767722302,0.975526606333814,0.500770324584692,0.162587767722302,1
TCGA-A2-A0SX_tumor,0.116086835367461,0.835825214645719,0.348260506102383,0.0,0.0,0.585077650252004,0.136816461559029,1.49171583447187,0.0,0.0,0.600749373026611,0.185738936587938,0.171228082167005,0.269901892229347,0.0,0.174130253051192,0.188641107472124,0.191543278356311,1
TCGA-A2-A0T0_tumor,0.0,0.122043174579246,0.122043174579246,0.0,0.0,0.0,0.0,0.286801460261229,0.122043174579246,0.244086349158493,0.0,0.0,0.0,0.122043174579246,0.0,0.122043174579246,0.0,0.0,1
TCGA-A2-A0T3_tumor,0.619170078358295,0.290235974230451,0.0,0.203263217223722,0.245088156016825,0.369189188784776,0.232188779384361,0.128993766324645,0.0,0.296685662546683,0.0,0.128993766324645,0.309585039179148,0.201759149908377,0.128993766324645,0.548223506879741,0.128993766324645,0.25798753264929,1
TCGA-A2-A0T4_tumor,0.0,0.698165174747441,0.0,0.674578513438406,0.188693290472281,0.188693290472281,0.188693290472281,0.660426516652985,0.0,0.0,0.594383864987686,1.26424504616429,0.646274519867564,0.0,0.30190926475565,0.528341213322388,0.0,1.16046373640453,1
TCGA-A2-A0T5_tumor,0.133610826987688,0.164444197531636,0.267221653975375,0.0,0.0,0.774942796528588,0.0,0.531103037276058,0.267221653975375,0.35072842084268,0.133610826987688,0.0,0.133610826987688,0.150312180361148,0.0,0.35072842084268,0.133610826987688,0.133610826987688,1
TCGA-A2-A0T6_tumor,0.115161217239786,0.731273729472642,0.662176999128771,0.0,0.169862795428685,0.474464215027919,0.0,1.80803111066464,0.460644868959145,0.0,0.264870799651508,0.161225704135701,0.115161217239786,0.0,0.362757834305327,0.115161217239786,0.223124858402086,0.627628633956835,1
TCGA-A2-A0T7_tumor,0.290239456240649,0.0,0.28579263826108,0.11547177303478,0.11547177303478,1.29790272891093,0.11547177303478,0.739019347422591,0.0,0.762113702029547,0.0,0.11547177303478,0.210735985788473,0.303113404216297,0.220754316816971,0.528283361634118,0.383943645340643,0.346415319104339,1
TCGA-A2-A0YC_tumor,0.0,1.08369019307541,0.180269898376812,0.373395843728056,0.0,0.0,0.1122995018731,0.27373003581568,0.1122995018731,0.308823630151024,0.152611654060486,0.0,0.1122995018731,0.0,0.322861067885161,0.1122995018731,0.0,0.1122995018731,1
TCGA-A2-A0YD_tumor,0.253215655240201,1.0096974252703,0.284867612145226,0.360832308717286,0.379823482860301,0.153738619000812,0.253215655240201,1.05717536062784,0.201421659039094,0.0,0.702673443291556,0.253215655240201,0.0,0.0,0.319684764740753,0.0,0.0,1.04134938217532,1
TCGA-A2-A0YE_tumor,0.0,0.0,0.123693882281175,0.0,0.123693882281175,0.0,0.123693882281175,0.671039311375377,0.0,0.0,0.247387764562351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
TCGA-A2-A0YF_tumor,0.0,0.42434218638528,1.14983044052786,0.0,0.0,0.0,0.319397709616608,0.166999183029046,0.0,0.208064555905041,0.208064555905041,0.0,0.109507661002653,0.0,0.0,0.720012871092444,0.0,0.0,1
TCGA-A2-A0YI_tumor,0.11001794832809,0.142616266417703,0.11001794832809,0.11001794832809,0.126520640577304,0.11001794832809,0.220035896656181,0.220035896656181,0.0,0.81688326633607,0.0,0.11001794832809,0.220035896656181,0.0,0.0,1.13593531648753,0.192531409574158,0.220035896656181,1
TCGA-A2-A0YK_tumor,1.56281928185781,0.523296954106235,0.141431609217901,1.40017293125722,0.198004252905062,0.769387954145383,0.141431609217901,1.07488023005605,0.0,2.96299221311503,0.378329554657886,0.85919702599875,1.27288448296111,1.18095393696948,0.0,6.88771936891179,2.26644153771687,1.91286251467212,1
TCGA-A2-A0YM_tumor,0.0,0.155511496403587,0.529579117937493,0.235368496861108,0.117684248430554,2.41705793639093,0.0,2.08006909101004,0.403068550874648,0.0,0.124606435923239,0.0,0.308220930852043,0.0,0.0,0.117684248430554,0.0,0.117684248430554,1
TCGA-A2-A1FV_tumor,0.0,0.216854750056588,0.412291747021168,0.19543699696458,0.556861580392227,0.154207822262463,0.0,0.139539874057401,0.203468654374083,0.190082558691577,0.390873993929159,0.0,0.107088765460044,0.2463041605581,0.136538175961556,0.254335817967604,0.107088765460044,0.388196774792658,1
TCGA-A2-A1FZ_tumor,0.0,1.52731397544242,0.0,0.351155290752688,0.201776368538476,0.57538698243814,0.432481163776357,0.52884832944682,0.169231465422982,0.169231465422982,0.66846428842078,0.242412228015843,0.0,0.317308997668092,0.29897615301882,0.184616297944586,0.211539331778728,0.186154611965281,1
TCGA-A2-A1G0_tumor,0.364422091616557,0.599338811832189,0.205965342676032,0.120470112931093,0.370445597263112,0.626444587241685,0.18070516939664,0.728844183233114,0.292140023857901,0.822208520754712,0.972796161918578,0.156611146810421,0.120470112931093,0.120470112931093,0.120470112931093,0.804138003815047,0.201787439159581,0.219857956099245,1
TCGA-A2-A1G1_tumor,0.0,0.0,0.241671710391566,0.0,0.0,0.944423016423073,0.0955446963487795,0.661647022215298,0.403676342073593,0.0,0.0,0.0,0.112265018209816,0.0955446963487795,0.0955446963487795,0.0955446963487795,0.0,0.0955446963487795,1
TCGA-A2-A259_tumor,0.236607660383586,0.505748874069915,0.573773576430195,0.151671425497388,0.118303830191793,0.255536273214273,0.215904490100022,0.798550853794602,0.0,0.591519150958964,0.0,0.156752575004126,0.118303830191793,0.0,0.118303830191793,0.458427341993197,0.118303830191793,1.70357515476182,1
TCGA-A2-A25A_tumor,0.629292953842449,0.418812716721084,1.45188408463309,0.369414293723212,0.137456481385381,0.381441735844433,0.146047511471968,0.156786299080201,0.216923509686305,1.01374155021719,0.180411631818313,0.558416955628111,0.191150419426546,0.304981568073815,0.0,0.689430164448553,0.910649189178151,0.807556828139115,1
TCGA-A2-A25B_tumor,0.0,0.130222642563549,0.0,0.0,0.0,0.0,0.403690191947003,1.1557259527515,0.0,0.0,0.150257396121951,0.0,0.0,0.0,0.296256511832075,0.260445285127099,0.0,0.0,1
TCGA-A2-A25C_tumor,0.113640855628926,0.115230079286875,0.0,0.0,0.0,0.0874160427914817,0.751777968006742,0.25132112302551,0.236023315537001,0.0,0.0874160427914817,0.238208716606788,0.0,0.0874160427914817,0.474232032143788,0.0874160427914817,0.367147379724223,0.0,1
TCGA-A2-A25F_tumor,0.0,0.637454372645589,0.0,0.127011585527129,0.191715600795666,0.0958578003978329,0.301952071253174,1.96748135316552,0.162958260676316,0.0,0.397809871651006,0.196072337823747,0.0,0.0,0.118995956257862,0.112632915467454,0.0,0.143786700596749,1
TCGA-A2-A3KC_tumor,0.226140882209721,0.361095924818749,0.496050967427776,0.466871498755554,0.145897343361111,0.0,0.145897343361111,0.145897343361111,0.0,0.368583376480041,0.434044596499304,0.215198581457638,0.250110356750518,0.218846015041666,0.145897343361111,0.320974155394443,0.510640701763887,0.0,1
TCGA-A2-A3XT_tumor,0.119051153733064,0.136908826793024,0.23148782536472,0.375011134259153,0.0,0.0,0.119051153733064,0.413702759222399,0.0,0.0,0.291675326646008,0.0,0.0,0.0,0.0,0.0,0.119051153733064,0.0,1
TCGA-A2-A3XU_tumor,2.34270059121593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.247577341211723,0.0,0.0,0.0,0.275429792098042,0.123788670605861,2.60575151625338,0.0,1
TCGA-A2-A3XV_tumor,0.0,0.0,0.352893818120196,0.0,0.0,0.0,0.235262545413464,0.117631272706732,0.117631272706732,0.0,0.0,0.0,0.0,0.0,0.6587351271577,0.0,0.0,0.0,1
TCGA-A2-A3XW_tumor,0.0,0.460912044672252,0.246240681400244,0.0,0.322007044908012,0.0,0.0,0.0,0.524050680928725,0.0,0.580875453559551,1.08282761179851,0.861842384900855,0.309953879246651,0.126277272512946,0.252554545025892,0.0,2.65813658639751,1
TCGA-A2-A3XX_tumor,0.165009352872472,0.255764253367328,0.0,0.0,0.12179250160349,0.306917104040794,0.0,0.190300783755453,0.0,1.54676477036432,0.12179250160349,0.0,0.0,0.0,0.12179250160349,2.03088996423819,0.0,0.0,1
TCGA-A2-A3XY_tumor,0.0985157955054434,2.42595146432154,0.0,0.0,0.0985157955054434,0.796007627683983,0.0,0.206883170561431,0.29554738651633,0.312787650729783,1.91859511746851,0.389137392246502,0.0985157955054434,0.0,0.288158701853422,0.603409247470841,0.0,0.252946201065911,1
TCGA-A2-A3XZ_tumor,0.245720708338758,0.153984977225622,0.424922527536937,0.131051044447338,0.0,0.0,0.131051044447338,0.291588573895327,0.131051044447338,0.170366357781539,0.150708701114438,0.0,0.143337079864276,0.131051044447338,0.0,0.828897856129411,0.4947176927887,0.227614696037914,1
TCGA-A2-A3Y0_tumor,0.0,0.0,0.271978355063793,0.0,0.0,0.0,0.118251458723388,0.0,0.0,0.236502917446776,0.118251458723388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
TCGA-A2-A4RX_tumor,0.0,1.18168341804781,0.375554125117106,0.0,0.0,0.624021982338548,0.0,0.570467856988598,0.0,0.328719878278458,1.5716971570094,0.232844023260652,0.26777062674975,0.523899052336467,0.0,0.232844023260652,0.232844023260652,0.232844023260652,1
TCGA-A2-A4S0_tumor,0.0,0.0,0.0,0.215674617381313,0.215674617381313,0.0,0.0,0.215674617381313,0.0,0.0,0.215674617381313,0.215674617381313,0.215674617381313,0.0,0.0,0.0,0.0,0.215674617381313,1
TCGA-A2-A4S1_tumor,0.255795850518594,1.64988323584493,0.255795850518594,0.255795850518594,0.0,0.0,0.0,0.363063840433566,0.255795850518594,0.0,0.812151825396535,0.0,0.0,0.255795850518594,0.805756929133571,0.0,0.0,0.255795850518594,1
TCGA-A2-A4S3_tumor,0.0,0.261921887646598,0.0,0.218268239705499,0.0,0.0,0.0,0.218268239705499,0.567497423234296,0.408552308398355,0.218268239705499,0.0,0.0,0.0,0.218268239705499,0.218268239705499,0.0,0.0,1
TCGA-A7-A0CD_tumor,0.0,0.0,0.0,0.115580076675314,0.115580076675314,0.115580076675314,0.205154636098683,0.115580076675314,0.0,0.0,0.115580076675314,0.240406559484654,0.0,0.0,0.115580076675314,0.0,0.0,0.0,1
TCGA-A7-A0CE_normal,3.06375266533573,1.56630051991883,2.32650132171093,0.559393042828153,0.387272106573336,0.333810196299682,0.114747290836544,0.915109644421439,0.688483745019265,2.68221792330422,1.37409880776762,0.814705764939463,0.654059557768301,0.285397166822836,0.272524815736792,8.4769561105497,6.25085866832074,0.507756761951708,0
TCGA-A7-A0CE_tumor,0.0,0.131113303646047,0.0,0.131113303646047,0.0,0.199292221541992,0.0,0.224766225307382,0.0,0.131113303646047,0.131113303646047,0.22289261619828,0.131113303646047,0.131113303646047,0.166549296222464,0.419562571667351,0.0,0.0,1
TCGA-A7-A0CG_tumor,0.247432078173275,0.179298607371938,0.143438885897551,0.143438885897551,0.143438885897551,0.143438885897551,0.60961526506459,0.867805259680181,0.0,0.252105317075817,0.151875961166045,0.383699019775948,0.430316657692652,0.143438885897551,0.401628880513142,0.90007900900713,0.2817555691797,0.0,1
TCGA-A7-A0CH_normal,0.797831449284037,13.4345584951754,1.53632006349736,0.586834702365945,2.17590395259283,0.527491867295231,2.28469915022247,1.84292471136271,0.131872966823808,0.623099768242492,10.8366610487464,2.05062463411021,1.28576142653213,0.600021999048326,2.43635306206985,0.214293571088688,1.9187516672864,1.18685670141427,0
TCGA-A7-A0CH_tumor,0.0,0.0,0.0,0.0,0.167213093975816,0.0,0.668852375903262,0.234098331566142,0.0,0.167213093975816,0.0,0.0,0.0,0.0,0.0,0.0,0.401311425541957,0.0,1
TCGA-A7-A0CJ_tumor,0.0,0.0,0.15891363637882,0.0,0.0,0.15891363637882,0.0,0.0,0.0,0.15891363637882,0.0,0.0,0.0,0.0,0.15891363637882,0.15891363637882,0.0,0.0,1
TCGA-A7-A0D9_normal,0.0,61.1359531946516,1.06075202741748,3.54862023630024,2.47082801567124,0.974699051699275,8.25597361098424,5.48268216580842,1.57195782376325,0.0,33.3774784530761,5.57214318016893,0.0,0.0,11.8429342820104,0.47286536161984,0.0,1.72531956266699,0
TCGA-A7-A0D9_tumor,0.15022525375449,0.411486499316535,0.0,0.428141973200295,0.15022525375449,0.0,0.15022525375449,0.488232074702091,0.0,0.0,0.0,1.43089554201151,0.15022525375449,0.0,0.15022525375449,0.0,0.15022525375449,0.0,1
